STATE_NAME,NAMELSAD,lat,lon,geometry,
Wisconsin,Iowa County,43.00041475,-90.13536943,c(-90.1353694339211, 43.0004147492369)
Minnesota,Morrison County,46.01258189,-94.26816,c(-94.268159999216, 46.0125818916026)
Pennsylvania,Allegheny County,40.46869173,-79.98120299,c(-79.9812029890956, 40.4686917289558)
Missouri,Shelby County,39.79773353,-92.07665533,c(-92.0766553252851, 39.7977335282921)
Ohio,Madison County,39.89386349,-83.40028075,c(-83.4002807540177, 39.8938634919192)
Kansas,Washington County,39.78408555,-97.08754322,c(-97.0875432182721, 39.7840855546044)
Illinois,Champaign County,40.13985577,-88.19918068,c(-88.1991806828575, 40.1398557746701)
Idaho,Washington County,44.45211897,-116.7844944,c(-116.784494425875, 44.4521189721491)
Illinois,Edgar County,39.67840761,-87.74556906,c(-87.7455690569063, 39.6784076075213)
Colorado,Washington County,39.97040562,-103.2016483,c(-103.201648255133, 39.9704056229434)
Ohio,Hardin County,40.6615029,-83.65941373,c(-83.6594137309055, 40.661502901618)
Michigan,Missaukee County,44.3372337,-85.09467619,c(-85.0946761871294, 44.337233696004)
North Dakota,Stutsman County,46.97887185,-98.95873766,c(-98.9587376614283, 46.9788718500735)
Missouri,Shannon County,37.15719955,-91.40054484,c(-91.4005448433825, 37.1571995465772)
Texas,Smith County,32.37493621,-95.2690241,c(-95.2690241013039, 32.3749362092874)
Oklahoma,Tulsa County,36.12087822,-95.94147618,c(-95.9414761779551, 36.1208782159014)
Oklahoma,McIntosh County,35.37363722,-95.66699991,c(-95.6669999120459, 35.373637218852)
Texas,Robertson County,31.02686808,-96.51295362,c(-96.5129536159566, 31.0268680834056)
Texas,Gillespie County,30.31810507,-98.94648099,c(-98.9464809930204, 30.3181050686773)
Michigan,Oakland County,42.66026497,-83.38581872,c(-83.3858187183262, 42.66026497019)
North Dakota,Golden Valley County,46.93930144,-103.8465561,c(-103.846556085211, 46.9393014387487)
Wyoming,Niobrara County,43.05567702,-104.4753733,c(-104.47537331389, 43.0556770245503)
Minnesota,Pipestone County,44.02288046,-96.25864603,c(-96.2586460320187, 44.022880462729)
Virginia,King George County,38.27371687,-77.15645741,c(-77.1564574135806, 38.2737168654706)
Washington,Grant County,47.20433036,-119.4534815,c(-119.453481468012, 47.2043303554886)
Minnesota,Renville County,44.72687446,-94.94691115,c(-94.9469111511115, 44.7268744568272)
Florida,Alachua County,29.67471779,-82.35759507,c(-82.3575950664712, 29.6747177890971)
Nebraska,Hooker County,41.9158769,-101.1353266,c(-101.135326616254, 41.9158768973544)
Virginia,Prince Edward County,37.22430408,-78.44105046,c(-78.4410504581132, 37.2243040754008)
Utah,Carbon County,39.6485131,-110.5887472,c(-110.588747165205, 39.648513103523)
Pennsylvania,Bucks County,40.33682876,-75.10642083,c(-75.1064208341289, 40.3368287602742)
South Dakota,Hand County,44.54719361,-99.00490687,c(-99.004906870665, 44.5471936130293)
Pennsylvania,Lycoming County,41.34342235,-77.06420187,c(-77.064201870253, 41.3434223505987)
Idaho,Latah County,46.81600393,-116.7117661,c(-116.711766135997, 46.8160039311252)
Georgia,Putnam County,33.32173724,-83.3728645,c(-83.3728645048466, 33.3217372440922)
Virginia,Galax city,36.66603835,-80.91759206,c(-80.9175920624784, 36.6660383469209)
New Mexico,Quay County,35.10382723,-103.5510961,c(-103.551096099917, 35.1038272270893)
Texas,King County,33.61638235,-100.2558474,c(-100.255847428513, 33.6163823514456)
Arkansas,Lafayette County,33.24145785,-93.60713549,c(-93.6071354944688, 33.2414578471744)
Texas,Tom Green County,31.40425428,-100.4618373,c(-100.461837263805, 31.4042542777401)
Florida,Hardee County,27.49271001,-81.81000811,c(-81.8100081064962, 27.4927100051222)
Ohio,Clermont County,39.04731551,-84.15175093,c(-84.1517509262594, 39.0473155140168)
Texas,Yoakum County,33.17287184,-102.8277995,c(-102.827799520003, 33.1728718415939)
Oregon,Yamhill County,45.23268636,-123.3084371,c(-123.308437057877, 45.2326863619578)
Iowa,Louisa County,41.21846772,-91.25943577,c(-91.2594357694992, 41.2184677173123)
Kansas,Elk County,37.45369572,-96.24408347,c(-96.2440834718022, 37.4536957238652)
Ohio,Noble County,39.7658801,-81.45561036,c(-81.4556103647206, 39.7658801026468)
Ohio,Putnam County,41.02205807,-84.13180022,c(-84.1318002164164, 41.0220580658835)
Texas,Somervell County,32.22224979,-97.77445108,c(-97.7744510766986, 32.2222497916244)
Pennsylvania,Lebanon County,40.36719762,-76.45763276,c(-76.4576327606696, 40.3671976183548)
Montana,Glacier County,48.70522644,-112.9942364,c(-112.994236361966, 48.7052264413093)
Nevada,Pershing County,40.44073833,-118.4041421,c(-118.404142085263, 40.4407383334256)
Minnesota,Mahnomen County,47.32514105,-95.8090496,c(-95.8090496047448, 47.3251410459596)
New Jersey,Passaic County,41.0342069,-74.30058438,c(-74.3005843809234, 41.0342069035717)
Montana,Lake County,47.64514263,-114.0893293,c(-114.089329270871, 47.6451426284571)
Texas,Kenedy County,26.92782652,-97.63644511,c(-97.6364451125838, 26.927826519519)
Texas,Borden County,32.74360328,-101.4317487,c(-101.431748659048, 32.743603278513)
Missouri,Perry County,37.70715857,-89.82436345,c(-89.8243634469826, 37.707158567271)
Texas,San Saba County,31.15508012,-98.8173954,c(-98.8173954036437, 31.1550801212282)
Oklahoma,Kingfisher County,35.94528333,-97.9421063,c(-97.9421063020249, 35.9452833340761)
Texas,Burleson County,30.49247439,-96.62139865,c(-96.6213986516208, 30.4924743935895)
New York,Fulton County,43.11389967,-74.42212366,c(-74.4221236589741, 43.1138996716256)
Mississippi,Sunflower County,33.60187424,-90.58874974,c(-90.5887497362704, 33.6018742417471)
Minnesota,Hennepin County,45.00444731,-93.47682596,c(-93.4768259558503, 45.0044473141944)
Pennsylvania,Centre County,40.91940505,-77.82008122,c(-77.8200812246329, 40.9194050531158)
Texas,Bee County,28.41728551,-97.74094552,c(-97.740945524542, 28.4172855111788)
Tennessee,Henderson County,35.65418006,-88.38795022,c(-88.3879502166657, 35.6541800588656)
Iowa,Tama County,42.07964279,-92.53254107,c(-92.5325410723865, 42.0796427868489)
Kansas,Seward County,37.19320139,-100.851287,c(-100.85128699993, 37.193201387437)
Iowa,Monroe County,41.02977446,-92.86898871,c(-92.8689887071584, 41.0297744552379)
Nebraska,Richardson County,40.1251071,-95.7174793,c(-95.7174792954804, 40.1251070994729)
Illinois,Christian County,39.54570367,-89.2772655,c(-89.2772655037436, 39.5457036701764)
Florida,Nassau County,30.61060698,-81.77151044,c(-81.7715104393031, 30.6106069784238)
Florida,Washington County,30.61054704,-85.66540968,c(-85.6654096779203, 30.610547040595)
Georgia,Baker County,31.32616546,-84.44473044,c(-84.444730435295, 31.3261654596063)
Georgia,Thomas County,30.86359078,-83.91927703,c(-83.9192770298987, 30.8635907843864)
Kentucky,Anderson County,38.00390145,-84.99105418,c(-84.9910541808023, 38.0039014482423)
Kentucky,Oldham County,38.39937408,-85.44836757,c(-85.4483675692962, 38.3993740815765)
Georgia,Cherokee County,34.24390136,-84.47623684,c(-84.4762368365609, 34.2439013576298)
North Dakota,Oliver County,47.11540634,-101.3403261,c(-101.340326092, 47.1154063387663)
Michigan,Osceola County,43.9897382,-85.32528534,c(-85.3252853435784, 43.9897382025931)
Tennessee,McNairy County,35.17536633,-88.56370269,c(-88.5637026861863, 35.175366333986)
Washington,Adams County,46.98345327,-118.5611798,c(-118.561179803619, 46.9834532712032)
Missouri,Dade County,37.43202174,-93.8502857,c(-93.8502857046837, 37.4320217412221)
Louisiana,St. Mary Parish,29.63452728,-91.47282133,c(-91.4728213320055, 29.6345272816438)
Vermont,Chittenden County,44.46089974,-73.08123028,c(-73.0812302813512, 44.4608997439997)
Louisiana,Lafourche Parish,29.49969498,-90.40167057,c(-90.4016705722136, 29.4996949787283)
Iowa,Muscatine County,41.48395792,-91.11286104,c(-91.1128610407007, 41.4839579186799)
Florida,Santa Rosa County,30.67620577,-87.0120313,c(-87.012031300645, 30.6762057683997)
Indiana,Martin County,38.70785906,-86.80308427,c(-86.8030842686603, 38.7078590617406)
Kentucky,Rockcastle County,37.3651167,-84.31594884,c(-84.315948838118, 37.3651166995716)
Kentucky,Trimble County,38.61302796,-85.33739337,c(-85.3373933700985, 38.6130279641581)
Georgia,Chattooga County,34.47498658,-85.34534366,c(-85.34534365501, 34.4749865819531)
South Carolina,Dillon County,34.39156544,-79.37884672,c(-79.378846722575, 34.3915654373492)
North Carolina,Jones County,35.02172444,-77.35500058,c(-77.3550005848381, 35.0217244357798)
Missouri,Scotland County,40.45254785,-92.14705232,c(-92.1470523206107, 40.4525478469916)
Kansas,Nemaha County,39.78329164,-96.0141019,c(-96.0141018972806, 39.7832916387333)
Kansas,Norton County,39.78426564,-99.90347963,c(-99.9034796298956, 39.7842656365468)
Nebraska,Furnas County,40.17643018,-99.91227121,c(-99.9122712067439, 40.1764301768454)
Georgia,Decatur County,30.8782734,-84.57911175,c(-84.5791117536869, 30.8782733963104)
Indiana,Wayne County,39.8643759,-85.00988265,c(-85.0098826468448, 39.8643759033311)
Kentucky,Barren County,36.96547826,-85.93368093,c(-85.9336809255525, 36.9654782580354)
Nebraska,Howard County,41.2199613,-98.51709602,c(-98.5170960178926, 41.2199613031369)
North Dakota,Dunn County,47.35620944,-102.618185,c(-102.618185042534, 47.3562094436257)
California,Amador County,38.4466126,-120.651676,c(-120.651676039758, 38.4466126024626)
Tennessee,Fentress County,36.38039304,-84.93255154,c(-84.9325515401744, 36.3803930448783)
Kansas,Coffey County,38.23672838,-95.73412352,c(-95.734123517415, 38.2367283765966)
Michigan,Branch County,41.91606973,-85.05904358,c(-85.0590435796272, 41.9160697322323)
Virginia,Campbell County,37.20533302,-79.09648884,c(-79.0964888418888, 37.2053330183828)
Ohio,Meigs County,39.08228185,-82.02281453,c(-82.022814533704, 39.0822818465873)
West Virginia,Nicholas County,38.29165873,-80.79932517,c(-80.7993251741709, 38.2916587330993)
Oklahoma,Grant County,36.79611158,-97.78612369,c(-97.78612368578, 36.7961115817138)
South Dakota,Spink County,44.9376723,-98.3461624,c(-98.3461624042962, 44.9376723025017)
Vermont,Windsor County,43.57932833,-72.58614673,c(-72.5861467309533, 43.5793283301929)
Texas,Trinity County,31.08874478,-95.13573024,c(-95.1357302373312, 31.0887447792629)
New Mexico,Bernalillo County,35.05152252,-106.6701081,c(-106.670108103335, 35.0515225186944)
Georgia,Mitchell County,31.22528231,-84.19441886,c(-84.1944188568409, 31.2252823092545)
Kentucky,McCreary County,36.73707458,-84.48424529,c(-84.4842452919985, 36.7370745840203)
Kentucky,Pendleton County,38.69556861,-84.36029373,c(-84.3602937310873, 38.695568613901)
Kentucky,Spencer County,38.03252128,-85.32783676,c(-85.3278367620652, 38.0325212794102)
Montana,Hill County,48.62786328,-110.1110209,c(-110.111020942639, 48.6278632839882)
Nebraska,Valley County,41.56722813,-98.9819018,c(-98.9819018036894, 41.5672281278229)
Texas,Castro County,34.5298644,-102.2616709,c(-102.261670884977, 34.5298644008656)
Maryland,Washington County,39.60370633,-77.81379566,c(-77.8137956575996, 39.6037063297846)
Kentucky,Letcher County,37.12118003,-82.85541654,c(-82.855416538942, 37.121180033812)
New Jersey,Salem County,39.57673631,-75.35800238,c(-75.3580023813354, 39.5767363061424)
Virginia,Lynchburg city,37.40027783,-79.19085228,c(-79.1908522774088, 37.4002778267078)
Arkansas,Saline County,34.64665255,-92.67627839,c(-92.6762783930389, 34.6466525467906)
West Virginia,Mason County,38.76958175,-82.02660254,c(-82.0266025423691, 38.7695817503868)
West Virginia,Gilmer County,38.92399609,-80.85716675,c(-80.8571667464113, 38.92399608937)
Mississippi,Jefferson County,31.73425537,-91.03711306,c(-91.0371130618366, 31.7342553745343)
North Dakota,Rolette County,48.77231225,-99.8408781,c(-99.8408780981001, 48.7723122463588)
Montana,Treasure County,46.21113365,-107.2710773,c(-107.271077291722, 46.2111336522444)
Kentucky,Clark County,37.97082768,-84.14737933,c(-84.1473793279084, 37.9708276780107)
Michigan,Allegan County,42.59432358,-86.29176369,c(-86.2917636915361, 42.594323584862)
Tennessee,Benton County,36.06954657,-88.06834229,c(-88.0683422879502, 36.0695465683684)
Minnesota,Brown County,44.2421639,-94.72758358,c(-94.7275835775294, 44.2421638982119)
Tennessee,Pickett County,36.55846383,-85.0750164,c(-85.0750163966626, 36.5584638313594)
Virginia,Louisa County,37.97855593,-77.96280845,c(-77.9628084515591, 37.9785559319098)
Indiana,Shelby County,39.52358292,-85.79170036,c(-85.7917003593329, 39.5235829197078)
Ohio,Franklin County,39.96949124,-83.00932223,c(-83.0093222349375, 39.9694912449121)
Utah,Iron County,37.85953454,-113.2894875,c(-113.289487485944, 37.8595345428701)
Nevada,Esmeralda County,37.78374628,-117.6314547,c(-117.631454704867, 37.7837462801348)
Michigan,Keweenaw County,47.71572203,-88.25015101,c(-88.250151009711, 47.7157220303467)
Utah,Sanpete County,39.37339046,-111.576858,c(-111.576858042184, 39.3733904566132)
Kansas,Kearny County,37.99994818,-101.3198474,c(-101.319847363935, 37.9999481780814)
Florida,Brevard County,28.29961562,-80.70100494,c(-80.7010049375539, 28.2996156195808)
Indiana,Monroe County,39.16080803,-86.52310895,c(-86.5231089511593, 39.1608080336325)
Iowa,Lucas County,41.02934885,-93.32774275,c(-93.3277427451579, 41.0293488498382)
Kentucky,Woodford County,38.04230506,-84.74360527,c(-84.7436052704654, 38.0423050633916)
South Carolina,Jasper County,32.42027127,-81.02202176,c(-81.0220217607768, 32.4202712701165)
Texas,Brewster County,29.81083635,-103.2516953,c(-103.251695345969, 29.8108363489163)
South Carolina,McCormick County,33.89941458,-82.30978134,c(-82.3097813387221, 33.8994145770526)
South Carolina,Union County,34.68944388,-81.61902803,c(-81.619028027821, 34.6894438846312)
Minnesota,Nicollet County,44.34993846,-94.24721923,c(-94.2472192250701, 44.3499384570352)
Wisconsin,Marinette County,45.35014828,-88.001244,c(-88.0012439981737, 45.3501482755168)
Washington,Clark County,45.77900406,-122.4825986,c(-122.482598629421, 45.7790040644766)
Wisconsin,Price County,45.67998998,-90.36145564,c(-90.3614556403613, 45.6799899761077)
Indiana,Miami County,40.76927976,-86.04497272,c(-86.0449727174038, 40.7692797577552)
Kansas,Ellsworth County,38.69659571,-98.20472543,c(-98.2047254328634, 38.6965957083173)
Louisiana,West Carroll Parish,32.78841365,-91.4568799,c(-91.4568799033432, 32.788413652633)
Florida,Liberty County,30.24117921,-84.88291587,c(-84.882915866767, 30.2411792133324)
Kansas,Hodgeman County,38.08749757,-99.89793552,c(-99.8979355244085, 38.0874975672898)
Kansas,Meade County,37.23805233,-100.3661643,c(-100.366164268079, 37.2380523316486)
Kentucky,McLean County,37.52915931,-87.26350799,c(-87.263507988516, 37.5291593070418)
Mississippi,Adams County,31.48284416,-91.35361005,c(-91.3536100533936, 31.4828441641231)
Mississippi,Itawamba County,34.27989193,-88.36133952,c(-88.3613395243031, 34.2798919258751)
Kentucky,Franklin County,38.23911026,-84.87709905,c(-84.8770990466156, 38.2391102609406)
Maine,Hancock County,44.56161617,-68.36904927,c(-68.3690492698864, 44.56161616857)
Maine,Knox County,44.02719253,-69.01528862,c(-69.0152886223904, 44.0271925315306)
Georgia,Newton County,33.55501322,-83.85019063,c(-83.8501906253782, 33.5550132172003)
South Dakota,Faulk County,45.07110057,-99.14525035,c(-99.1452503469844, 45.071100572886)
Michigan,Houghton County,46.99055643,-88.65280671,c(-88.6528067101753, 46.9905564250163)
Montana,Mineral County,47.14681683,-114.9966281,c(-114.996628077756, 47.1468168312314)
Tennessee,Franklin County,35.15490414,-86.09216427,c(-86.0921642685392, 35.154904138443)
Louisiana,Concordia Parish,31.4455268,-91.64018824,c(-91.6401882410577, 31.445526800471)
Louisiana,Livingston Parish,30.44003623,-90.72777915,c(-90.7277791540089, 30.4400362291161)
Massachusetts,Essex County,42.63880735,-70.86776699,c(-70.8677669861437, 42.6388073499072)
South Dakota,Butte County,44.90573411,-103.5080982,c(-103.508098196321, 44.9057341095773)
Colorado,Douglas County,39.3296242,-104.9297062,c(-104.929706154401, 39.3296242038995)
South Carolina,Richland County,34.02176614,-80.90277352,c(-80.9027735239439, 34.021766140531)
Indiana,Madison County,40.16145438,-85.71934639,c(-85.7193463858671, 40.1614543815679)
Oklahoma,Murray County,34.48231323,-97.06794764,c(-97.0679476363406, 34.4823132255216)
West Virginia,Brooke County,40.27375707,-80.57643867,c(-80.5764386739937, 40.2737570741048)
West Virginia,Calhoun County,38.84435879,-81.11753275,c(-81.117532752742, 38.8443587890571)
Virginia,Bland County,37.13398725,-81.13033807,c(-81.1303380700916, 37.1339872521231)
Montana,Yellowstone County,45.93690775,-108.2760699,c(-108.276069931054, 45.9369077501135)
West Virginia,Lincoln County,38.17527237,-82.07047678,c(-82.0704767836293, 38.175272371789)
California,Lake County,39.09907275,-122.7525562,c(-122.752556169209, 39.0990727518116)
Georgia,Grady County,30.87456621,-84.2344088,c(-84.2344088032798, 30.874566213685)
Colorado,Conejos County,37.20078788,-106.1914791,c(-106.191479075907, 37.2007878777982)
Utah,San Juan County,37.62457284,-109.8068448,c(-109.806844770482, 37.6245728400724)
Indiana,Putnam County,39.66611717,-86.84498955,c(-86.8449895483099, 39.6661171732891)
Idaho,Gooding County,42.97076297,-114.811344,c(-114.811344014976, 42.9707629707481)
Tennessee,Tipton County,35.49741493,-89.75665494,c(-89.7566549370867, 35.4974149254288)
Louisiana,West Baton Rouge Parish,30.46360647,-91.31273955,c(-91.3127395544967, 30.4636064661391)
Missouri,Putnam County,40.47902253,-93.01608502,c(-93.0160850154111, 40.479022533728)
Wyoming,Teton County,43.93262656,-110.5893686,c(-110.58936859543, 43.9326265631493)
Wisconsin,Grant County,42.86719538,-90.70615218,c(-90.7061521772211, 42.8671953777313)
North Dakota,Morton County,46.71617583,-101.279767,c(-101.279766981361, 46.7161758334998)
North Carolina,Chowan County,36.12646871,-76.60204049,c(-76.6020404874915, 36.1264687102912)
North Carolina,Buncombe County,35.61116535,-82.53013463,c(-82.5301346346692, 35.611165352848)
California,Plumas County,40.00469198,-120.8379188,c(-120.837918773591, 40.0046919792001)
Virginia,Petersburg city,37.20426509,-77.39133737,c(-77.3913373704268, 37.2042650908216)
Vermont,Washington County,44.27350906,-72.61507054,c(-72.6150705364414, 44.273509062882)
South Dakota,Meade County,44.56647933,-102.718452,c(-102.718452037159, 44.5664793304517)
Indiana,Marion County,39.78165673,-86.13848084,c(-86.1384808428757, 39.7816567267968)
Arkansas,Chicot County,33.26678982,-91.29365366,c(-91.2936536623671, 33.2667898152408)
Georgia,Bibb County,32.80648964,-83.69740242,c(-83.6974024237804, 32.8064896352461)
Arkansas,Pope County,35.44752424,-93.0345312,c(-93.0345311978089, 35.4475242392974)
Virginia,Southampton County,36.72034681,-77.10629432,c(-77.1062943181112, 36.7203468120716)
Texas,Gregg County,32.48044276,-94.81695983,c(-94.8169598273044, 32.4804427624109)
New York,Rockland County,41.15250132,-74.02418442,c(-74.0241844187623, 41.1525013187697)
Arkansas,Marion County,36.26820334,-92.68410469,c(-92.6841046912309, 36.2682033437302)
Virginia,Suffolk city,36.70177215,-76.63422771,c(-76.6342277055019, 36.7017721521474)
Colorado,El Paso County,38.83199423,-104.5254123,c(-104.525412285215, 38.8319942321496)
Missouri,St. Francois County,37.81015078,-90.47214451,c(-90.4721445149613, 37.8101507792889)
Texas,Ward County,31.50956035,-103.1023069,c(-103.102306944863, 31.5095603517328)
Colorado,Kiowa County,38.43326352,-102.7404806,c(-102.74048056897, 38.4332635163653)
Texas,Wilbarger County,34.08053914,-99.24091043,c(-99.2409104286438, 34.0805391386928)
Oregon,Curry County,42.46564891,-124.2146119,c(-124.214611896153, 42.4656489069538)
Colorado,Teller County,38.88219866,-105.1617083,c(-105.161708322977, 38.8821986558489)
Missouri,Clinton County,39.60173344,-94.40459421,c(-94.4045942081224, 39.6017334426929)
Utah,Wasatch County,40.33037489,-111.1676954,c(-111.167695413009, 40.3303748866036)
Idaho,Caribou County,42.77052774,-111.5621655,c(-111.562165524759, 42.770527736757)
North Carolina,Rockingham County,36.39601026,-79.77498578,c(-79.7749857786916, 36.3960102559358)
Arkansas,Prairie County,34.82956508,-91.5527538,c(-91.5527537953756, 34.8295650764685)
Arkansas,Bradley County,33.46624533,-92.16238661,c(-92.1623866081152, 33.4662453281204)
Texas,Hamilton County,31.7047166,-98.11087277,c(-98.1108727731033, 31.7047166036527)
Maryland,Caroline County,38.87153206,-75.83164213,c(-75.8316421284487, 38.871532059054)
Minnesota,Douglas County,45.93370981,-95.45348957,c(-95.4534895702504, 45.9337098111848)
Montana,Jefferson County,46.14792829,-112.0937612,c(-112.093761193329, 46.1479282892044)
Virginia,Fairfax County,38.83448095,-77.27610922,c(-77.2761092236266, 38.8344809549701)
Montana,Deer Lodge County,46.06068832,-113.0684976,c(-113.068497559578, 46.0606883223652)
Tennessee,Anderson County,36.11842042,-84.19852633,c(-84.1985263258721, 36.1184204163268)
Ohio,Huron County,41.14625785,-82.59804589,c(-82.5980458911162, 41.1462578514541)
Georgia,Bacon County,31.55366365,-82.45264235,c(-82.452642354689, 31.5536636502367)
Delaware,Kent County,39.09581734,-75.50463198,c(-75.504631980994, 39.0958173390935)
Ohio,Wood County,41.36156215,-83.62311603,c(-83.6231160344868, 41.3615621546483)
Georgia,Jackson County,34.13387229,-83.56634003,c(-83.5663400260041, 34.1338722862092)
Kansas,Anderson County,38.21413198,-95.29334068,c(-95.2933406800502, 38.2141319797947)
Illinois,Knox County,40.93166145,-90.21323964,c(-90.2132396363752, 40.9316614462149)
Montana,Wheatland County,46.46618641,-109.8444781,c(-109.844478082136, 46.4661864097268)
Tennessee,Cannon County,35.80861064,-86.0617662,c(-86.0617662009986, 35.8086106381187)
Maine,Franklin County,44.97310615,-70.44284268,c(-70.4428426818067, 44.9731061534527)
Kentucky,Menifee County,37.94136622,-83.5988899,c(-83.5988898994121, 37.941366215427)
South Dakota,McPherson County,45.76655186,-99.22145012,c(-99.2214501150333, 45.7665518600355)
Colorado,Gunnison County,38.66634182,-107.0318833,c(-107.031883289391, 38.6663418234671)
Michigan,Charlevoix County,45.50191915,-85.37173357,c(-85.3717335737885, 45.5019191515557)
Minnesota,Swift County,45.28289586,-95.68143511,c(-95.6814351052522, 45.2828958622583)
Ohio,Seneca County,41.1239162,-83.12770544,c(-83.1277054420488, 41.1239161956967)
Georgia,Tattnall County,32.045609,-82.05807672,c(-82.0580767150082, 32.0456089955033)
Texas,Stephens County,32.73577217,-98.83617282,c(-98.8361728208331, 32.7357721720562)
North Carolina,Martin County,35.8432182,-77.10901217,c(-77.1090121691311, 35.8432182005678)
Montana,Ravalli County,46.08020823,-114.1211598,c(-114.121159770294, 46.0802082339301)
Georgia,Wilkes County,33.78189006,-82.74319883,c(-82.7431988268208, 33.7818900563211)
Washington,Lincoln County,47.57604888,-118.4185096,c(-118.41850957318, 47.576048878247)
California,San Mateo County,37.43589798,-122.3555717,c(-122.355571726768, 37.4358979807752)
Ohio,Williams County,41.56025809,-84.58811601,c(-84.5881160144502, 41.5602580899222)
Colorado,Baca County,37.31909248,-102.5604801,c(-102.560480103838, 37.3190924843212)
Idaho,Boundary County,48.76673236,-116.4626212,c(-116.462621195776, 48.7667323643759)
Idaho,Bear Lake County,42.28448032,-111.329593,c(-111.329592986617, 42.284480320272)
Ohio,Union County,40.29924426,-83.37150956,c(-83.3715095598781, 40.2992442605636)
Ohio,Cuyahoga County,41.63452152,-81.70021724,c(-81.7002172375157, 41.6345215228259)
Texas,Lavaca County,29.38427107,-96.93006998,c(-96.9300699788783, 29.38427106737)
Oklahoma,Nowata County,36.79834917,-95.61737048,c(-95.6173704806628, 36.7983491655904)
Georgia,Glascock County,33.22927218,-82.61073346,c(-82.6107334579256, 33.2292721813898)
Oregon,Umatilla County,45.59118337,-118.7374352,c(-118.737435172719, 45.5911833730102)
South Dakota,Oglala Lakota County,43.33522681,-102.5516107,c(-102.551610738224, 43.3352268131096)
Kansas,Marshall County,39.78351107,-96.52293684,c(-96.5229368410038, 39.7835110683352)
Louisiana,Madison Parish,32.3643668,-91.24260071,c(-91.2426007069086, 32.3643667951405)
Montana,Valley County,48.36374948,-106.6687623,c(-106.668762294102, 48.363749481034)
Georgia,Whitfield County,34.80552213,-84.9672911,c(-84.9672911034143, 34.8055221315746)
Kansas,Wichita County,38.48193221,-101.347356,c(-101.347355999364, 38.4819322106455)
South Dakota,Charles Mix County,43.20785711,-98.58657626,c(-98.5865762600536, 43.2078571093574)
Nebraska,Cedar County,42.59904264,-97.25227482,c(-97.2522748213678, 42.5990426435713)
Washington,Kitsap County,47.63937318,-122.6494206,c(-122.649420555312, 47.6393731829468)
Illinois,McHenry County,42.32428992,-88.4524204,c(-88.4524204036362, 42.3242899152536)
Montana,Petroleum County,47.11677503,-108.2505123,c(-108.250512335203, 47.1167750268348)
Missouri,Carroll County,39.42692292,-93.5052042,c(-93.5052042039749, 39.4269229206117)
Washington,Whitman County,46.90082839,-117.5231185,c(-117.523118475447, 46.9008283931648)
Minnesota,Steele County,44.0222206,-93.22604143,c(-93.2260414279849, 44.0222205950201)
Nebraska,Thayer County,40.17620962,-97.59491994,c(-97.5949199400164, 40.1762096211253)
Tennessee,Crockett County,35.81353318,-89.13945024,c(-89.1394502418251, 35.8135331839808)
Iowa,Hamilton County,42.38369665,-93.70675904,c(-93.7067590419977, 42.3836966485679)
Ohio,Warren County,39.42762662,-84.16673678,c(-84.1667367752995, 39.4276266169436)
Georgia,Spalding County,33.26088527,-84.28416472,c(-84.284164724771, 33.2608852670226)
New Jersey,Hunterdon County,40.56718804,-74.91227621,c(-74.9122762059009, 40.5671880383257)
Missouri,Vernon County,37.85050221,-94.34243058,c(-94.3424305798206, 37.850502207328)
Indiana,Parke County,39.77352614,-87.20632778,c(-87.2063277815264, 39.7735261404562)
Iowa,Franklin County,42.7324613,-93.26247441,c(-93.2624744066362, 42.7324613026464)
Georgia,Butts County,33.28783483,-83.95718445,c(-83.9571844463698, 33.2878348295471)
Colorado,Elbert County,39.28643613,-104.1354611,c(-104.13546113588, 39.2864361263557)
Rhode Island,Bristol County,41.70550563,-71.28605814,c(-71.286058137922, 41.705505629812)
Texas,Bosque County,31.90028388,-97.63421473,c(-97.6342147284497, 31.9002838817184)
Rhode Island,Newport County,41.49972631,-71.28106346,c(-71.2810634621883, 41.499726308639)
Ohio,Fairfield County,39.75151921,-82.63062491,c(-82.6306249104833, 39.7515192068663)
North Dakota,Pierce County,48.24889795,-99.972229,c(-99.9722289977438, 48.24889795384)
Illinois,Carroll County,42.06874926,-89.93426259,c(-89.93426258805, 42.0687492580097)
Minnesota,Red Lake County,47.87180724,-96.09530541,c(-96.095305407954, 47.8718072409983)
Oregon,Jefferson County,44.62980716,-121.1764825,c(-121.176482477021, 44.6298071614703)
Tennessee,Cheatham County,36.26103046,-87.08677053,c(-87.0867705301168, 36.2610304595705)
South Dakota,Union County,42.8320697,-96.65600664,c(-96.6560066442598, 42.8320697024338)
Alabama,Elmore County,32.5966435,-86.14913787,c(-86.149137866157, 32.5966435008243)
Georgia,Lumpkin County,34.57215754,-84.00267647,c(-84.0026764706782, 34.5721575362139)
Ohio,Knox County,40.39873874,-82.42157427,c(-82.4215742748897, 40.3987387410246)
Iowa,Bremer County,42.77457399,-92.3180546,c(-92.3180545969976, 42.774573992057)
Texas,Goliad County,28.65703414,-97.42651014,c(-97.4265101400023, 28.657034139334)
North Carolina,Henderson County,35.33619046,-82.47996689,c(-82.4799668918599, 35.3361904631933)
Florida,Indian River County,27.69642545,-80.57405623,c(-80.5740562305329, 27.6964254455346)
Texas,Roberts County,35.83839329,-100.8134442,c(-100.813444186473, 35.8383932880076)
